code;label;parent
V82.0;Occupant d'un tramway blessé dans une collision avec un véhicule à moteur dans un accident en dehors de la circulation;V82
V82.1;Occupant d'un tramway blessé dans une collision avec un véhicule à moteur dans un accident de la circulation;V82
V82.2;Occupant d'un tramway blessé dans une collision avec du matériel roulant ou heurté par celui-ci;V82
V82.3;Occupant d'un tramway blessé dans une collision avec un autre objet;V82
V82.4;Personne blessée en montant ou en descendant d'un tramway;V82
V82.5;Occupant d'un tramway blessé lors d'une chute dans un tramway;V82
V82.6;Occupant d'un tramway blessé lors d'une chute d'un tramway;V82
V82.7;Occupant d'un tramway blessé lors d'un déraillement sans collision préalable;V82
V82.8;Occupant d'un tramway blessé dans d'autres accidents de transport précisés;V82
V82.9;Occupant d'un tramway blessé dans un accident de la circulation, sans précision;V82
V83;Occupant d'un véhicule spécial utilisé essentiellement sur un site industriel, blessé dans un accident de transport;V80-V89
V83.0;Conducteur d'un véhicule spécial utilisé essentiellement sur un site industriel, blessé dans un accident de la circulation;V83
V83.1;Passager d'un véhicule spécial utilisé essentiellement sur un site industriel, blessé dans un accident de la circulation;V83
V83.2;Personne à l'extérieur d'un véhicule spécial utilisé essentiellement sur un site industriel, blessée dans un accident de la circulation;V83
V83.3;Occupant, sans précision, d'un véhicule spécial utilisé essentiellement sur un site industriel, blessé dans un accident de la circulation;V83
V83.4;Personne blessée en montant ou en descendant d'un véhicule spécial utilisé essentiellement sur un site industriel;V83
V83.5;Conducteur d'un véhicule spécial utilisé essentiellement sur un site industriel, blessé dans un accident en dehors de la circulation;V83
V83.6;Passager d'un véhicule spécial utilisé essentiellement sur un site industriel, blessé dans un accident en dehors de la circulation;V83
V83.7;Personne à l'extérieur d'un véhicule spécial utilisé essentiellement sur un site industriel, blessée dans un accident en dehors de la circulation;V83
V83.9;Occupant, sans précision, d'un véhicule spécial utilisé essentiellement sur un site industriel, blessé dans un accident en dehors de la circulation;V83
V84;Occupant d'un véhicule spécial utilisé essentiellement pour des travaux agricoles, blessé dans un accident de transport;V80-V89
V84.0;Conducteur d'un véhicule spécial utilisé essentiellement pour des travaux agricoles, blessé dans un accident de la circulation;V84
V84.1;Passager d'un véhicule spécial utilisé essentiellement pour des travaux agricoles, blessé dans un accident de la circulation;V84
V84.2;Personne à l'extérieur d'un véhicule spécial utilisé essentiellement pour des travaux agricoles, blessée dans un accident de la circulation;V84
V84.3;Occupant, sans précision, d'un véhicule spécial utilisé essentiellement pour des travaux agricoles, blessé dans un accident de la circulation;V84
V84.4;Personne blessée en montant ou en descendant d'un véhicule spécial utilisé essentiellement pour des travaux agricoles;V84
V84.5;Conducteur d'un véhicule spécial utilisé essentiellement pour des travaux agricoles, blessé dans un accident en dehors de la circulation;V84
V84.6;Passager d'un véhicule spécial utilisé essentiellement pour des travaux agricoles, blessé dans un accident en dehors de la circulation;V84
V84.7;Personne à l'extérieur d'un véhicule spécial utilisé essentiellement pour des travaux agricoles, blessée dans un accident en dehors de la circulation;V84
V84.9;Occupant, sans précision, d'un véhicule spécial utilisé essentiellement pour des travaux agricoles, blessé dans un accident en dehors de la circulation;V84
V85;Occupant d'un véhicule spécial de construction blessé dans un accident de transport;V80-V89
V85.0;Conducteur d'un véhicule spécial de construction blessé dans un accident de la circulation;V85
V85.1;Passager d'un véhicule spécial de construction blessé dans un accident de la circulation;V85
V85.2;Personne à l'extérieur d'un véhicule spécial de construction blessée dans un accident de la circulation;V85
V85.3;Occupant, sans précision, d'un véhicule spécial de construction blessé dans un accident de la circulation;V85
V85.4;Personne blessée en montant ou en descendant d'un véhicule spécial de construction;V85
V85.5;Conducteur d'un véhicule spécial de construction blessé dans un accident en dehors de la circulation;V85
V85.6;Passager d'un véhicule spécial de construction blessé dans un accident en dehors de la circulation;V85
V85.7;Personne à l'extérieur d'un véhicule spécial de construction blessée dans un accident en dehors de la circulation;V85
V85.9;Occupant, sans précision, d'un véhicule spécial de construction blessé dans un accident en dehors de la circulation;V85
V86;Occupant d'un véhicule spécial tout-terrain ou autre véhicule à moteur essentiellement conçu pour être utilisé hors d'une route, blessé dans un accident de transport;V80-V89
V86.0;Conducteur d'un véhicule tout-terrain ou autre véhicule à moteur essentiellement conçu pour être utilisé hors d'une route, blessé dans un accident de la circulation;V86
V86.1;Passager d'un véhicule tout-terrain ou autre véhicule à moteur essentiellement conçu pour être utilisé hors d'une route, blessé dans un accident de la circulation;V86
V86.2;Personne à l'extérieur d'un véhicule tout-terrain ou autre véhicule à moteur essentiellement conçu pour être utilisé hors d'une route, blessée dans un accident de la circulation;V86
V86.3;Occupant, sans précision, d'un véhicule tout-terrain ou autre véhicule à moteur essentiellement conçu pour être utilisé hors d'une route, blessé dans un accident de la circulation;V86
V86.4;Personne blessée en montant ou en descendant d'un véhicule tout-terrain ou autre véhicule à moteur essentiellement conçu pour être utilisé hors d'une route;V86
V86.5;Conducteur d'un véhicule tout-terrain ou autre véhicule à moteur essentiellement conçu pour être utilisé hors d'une route, blessé dans un accident en dehors de la circulation;V86
V86.6;Passager d'un véhicule tout-terrain ou autre véhicule à moteur essentiellement conçu pour être utilisé hors d'une route, blessé dans un accident en dehors de la circulation;V86
V86.7;Personne à l'extérieur d'un véhicule tout-terrain ou autre véhicule à moteur essentiellement conçu pour être utilisé hors d'une route, blessée dans un accident en dehors de la circulation;V86
V86.9;Occupant, sans précision, d'un véhicule tout-terrain ou autre véhicule à moteur essentiellement conçu pour être utilisé hors d'une route, blessé dans un accident en dehors de la circulation;V86
V87;Accident de la circulation d'un type précisé, sans que soit connu le mode de transport de la victime;V80-V89
V87.0;Personne blessée dans une collision entre une automobile et un véhicule à moteur à deux ou trois roues (dans la circulation);V87
V87.1;Personne blessée dans une collision entre un autre véhicule à moteur et un véhicule à moteur à deux ou trois roues (dans la circulation);V87
V87.2;Personne blessée dans une collision entre une automobile et une camionnette (dans la circulation);V87
V87.3;Personne blessée dans une collision entre une automobile et un autobus (dans la circulation);V87
V87.4;Personne blessée dans une collision entre une automobile et un véhicule lourd (dans la circulation);V87
V87.5;Personne blessée dans une collision entre un véhicule lourd et un autobus (dans la circulation);V87
V87.6;Personne blessée dans une collision entre un train ou un véhicule ferroviaire et une automobile (dans la circulation);V87
V87.7;Personne blessée dans une collision entre d'autres véhicules à moteur précisés (dans la circulation);V87
V87.8;Personne blessée dans d'autres accidents de transport précisés, sans collision, impliquant un véhicule à moteur (dans la circulation);V87
V87.9;Personne blessée dans d'autres accidents de transport précisés (avec collision) (sans collision) impliquant un véhicule sans moteur (dans la circulation);V87
V88;Accident en dehors de la circulation d'un type précisé, sans que soit connu le mode de transport de la victime;V80-V89
V88.0;Personne blessée dans une collision entre une automobile et un véhicule à moteur à deux ou trois roues, en dehors de la circulation;V88
V88.1;Personne blessée dans une collision entre un autre véhicule à moteur et un véhicule à moteur à deux ou trois roues, en dehors de la circulation;V88
V88.2;Personne blessée dans une collision entre une automobile et une camionnette, en dehors de la circulation;V88
V88.3;Personne blessée dans une collision entre une automobile et un autobus, en dehors de la circulation;V88
V88.4;Personne blessée dans une collision entre une automobile et un véhicule lourd, en dehors de la circulation;V88
V88.5;Personne blessée dans une collision entre un véhicule lourd et un autobus, en dehors de la circulation;V88
V88.6;Personne blessée dans une collision entre un train ou un véhicule ferroviaire et une automobile, en dehors de la circulation;V88
V88.7;Personne blessée dans une collision entre d'autres véhicules à moteur précisés, en dehors de la circulation;V88
V88.8;Personne blessée dans d'autres accidents de transport précisés, sans collision, impliquant un véhicule à moteur, en dehors de la circulation;V88
V88.9;Personne blessée dans d'autres accidents de transport précisés (avec collision) (sans collision) impliquant un véhicule sans moteur, en dehors de la circulation;V88
V89;Accident avec un véhicule avec ou sans moteur, type de véhicule non précisé;V80-V89
V89.0;Personne blessée dans un accident avec un véhicule à moteur, sans précision, en dehors de la circulation;V89
V89.1;Personne blessée dans un accident avec un véhicule sans moteur, sans précision, en dehors de la circulation;V89
V89.2;Personne blessée dans un accident de la circulation avec un véhicule à moteur, sans précision;V89
V89.3;Personne blessée dans un accident de la circulation avec un véhicule sans moteur, sans précision;V89
